timestamp,open,high,low,close,volume
2022-10-26 12:00:00,20596.0,21030.0,20329.1,20835.7,302453.835
2022-10-26 16:00:00,20835.6,20985.4,20631.7,20754.4,130454.115
2022-10-26 20:00:00,20754.5,20897.4,20688.6,20758.3,73439.574
2022-10-27 00:00:00,20758.4,20837.8,20561.5,20744.3,59498.206
2022-10-27 04:00:00,20744.3,20863.7,20670.0,20703.6,54132.429
2022-10-27 08:00:00,20703.6,20742.9,20450.0,20613.1,100770.956
2022-10-27 12:00:00,20613.1,20773.1,20420.0,20554.0,186001.906
2022-10-27 16:00:00,20554.1,20670.0,20488.3,20620.0,53178.772
2022-10-27 20:00:00,20620.0,20625.6,20170.0,20285.5,161327.776
2022-10-28 00:00:00,20285.6,20326.9,20150.0,20284.3,70996.898
2022-10-28 04:00:00,20284.3,20299.8,20050.1,20069.9,73550.107
2022-10-28 08:00:00,20069.9,20238.0,20010.1,20163.4,83028.849
2022-10-28 12:00:00,20163.4,20585.0,19951.0,20473.2,214309.059
2022-10-28 16:00:00,20473.2,20740.0,20438.8,20597.3,114299.051
2022-10-28 20:00:00,20597.3,20725.0,20557.0,20582.8,39354.918
2022-10-29 00:00:00,20582.7,20822.6,20547.8,20745.2,56988.576
2022-10-29 04:00:00,20745.2,20768.3,20608.9,20765.7,50548.165
2022-10-29 08:00:00,20765.8,21088.0,20637.0,20688.7,158669.605
2022-10-29 12:00:00,20688.6,20939.0,20669.3,20913.2,103487.031
2022-10-29 16:00:00,20913.2,20974.9,20743.2,20827.1,75043.026
2022-10-29 20:00:00,20827.1,20890.9,20696.0,20796.7,37480.767
2022-10-30 00:00:00,20796.7,20828.0,20694.6,20767.7,27297.637
2022-10-30 04:00:00,20767.7,20925.2,20731.5,20842.5,43880.541
2022-10-30 08:00:00,20841.8,20876.0,20622.1,20760.2,72025.485
2022-10-30 12:00:00,20760.2,20771.0,20607.1,20667.6,58713.584
2022-10-30 16:00:00,20667.7,20693.4,20520.4,20637.3,51795.481
2022-10-30 20:00:00,20637.2,20739.4,20503.0,20615.6,41676.962
2022-10-31 00:00:00,20615.5,20664.3,20416.0,20507.9,55164.521
2022-10-31 04:00:00,20507.8,20582.8,20445.2,20537.2,40321.312
2022-10-31 08:00:00,20537.2,20838.7,20441.4,20722.1,100156.625
2022-10-31 12:00:00,20722.1,20746.3,20225.4,20390.4,178190.073
2022-10-31 16:00:00,20390.5,20523.5,20318.5,20358.8,71420.368
2022-10-31 20:00:00,20358.8,20514.1,20343.6,20482.0,33544.367
2022-11-01 00:00:00,20482.1,20578.0,20429.6,20471.3,41397.455
2022-11-01 04:00:00,20471.3,20649.0,20455.8,20590.2,48087.0
2022-11-01 08:00:00,20590.2,20687.0,20477.5,20511.7,63102.765
2022-11-01 12:00:00,20511.8,20558.4,20320.0,20435.6,99511.246
2022-11-01 16:00:00,20435.6,20511.0,20366.8,20438.6,42827.185
2022-11-01 20:00:00,20438.6,20494.4,20419.4,20472.1,19750.536
2022-11-02 00:00:00,20472.1,20549.9,20400.0,20511.0,35407.129
2022-11-02 04:00:00,20511.0,20550.0,20343.4,20414.2,49841.428
2022-11-02 08:00:00,20414.2,20529.9,20323.0,20423.0,60009.619
2022-11-02 12:00:00,20423.0,20450.0,20352.3,20400.2,45694.925
2022-11-02 16:00:00,20400.2,20796.0,20100.0,20241.1,376975.578
2022-11-02 20:00:00,20241.2,20273.6,20050.0,20140.1,83607.082
2022-11-03 00:00:00,20140.2,20334.0,20111.0,20299.4,55383.428
2022-11-03 04:00:00,20299.3,20400.0,20270.8,20293.8,51958.954
2022-11-03 08:00:00,20293.7,20329.9,20038.6,20124.3,71215.533
2022-11-03 12:00:00,20124.3,20327.6,20026.0,20241.0,128488.783
2022-11-03 16:00:00,20241.1,20304.8,20169.2,20253.7,34370.149
2022-11-03 20:00:00,20253.6,20260.7,20149.2,20199.7,30704.214
2022-11-04 00:00:00,20199.8,20316.0,20171.6,20309.2,35410.81
2022-11-04 04:00:00,20309.3,20677.0,20296.0,20603.3,106949.307
2022-11-04 08:00:00,20603.3,20665.0,20533.2,20547.0,60734.001
2022-11-04 12:00:00,20547.1,21297.0,20350.0,20829.3,386297.687
2022-11-04 16:00:00,20829.2,21100.0,20660.0,21097.3,177529.745
2022-11-04 20:00:00,21097.2,21200.0,21040.6,21137.6,57593.665
2022-11-05 00:00:00,21137.6,21473.7,21071.1,21436.5,93221.318
2022-11-05 04:00:00,21436.4,21455.7,21352.6,21374.4,35559.701
2022-11-05 08:00:00,21374.4,21426.0,21226.8,21395.5,64262.119
2022-11-05 12:00:00,21395.5,21412.0,21202.8,21289.7,57249.357
2022-11-05 16:00:00,21289.7,21339.0,21250.1,21321.5,29400.799
2022-11-05 20:00:00,21321.6,21373.1,21227.0,21289.9,24290.078
2022-11-06 00:00:00,21289.8,21355.8,21162.2,21226.9,40699.165
2022-11-06 04:00:00,21226.9,21243.2,21133.8,21185.3,29802.221
2022-11-06 08:00:00,21185.2,21301.0,21166.1,21247.1,42651.174
2022-11-06 12:00:00,21247.1,21278.9,21180.0,21233.7,35361.461
2022-11-06 16:00:00,21233.8,21272.3,21144.8,21186.7,44654.264
2022-11-06 20:00:00,21186.6,21202.0,20863.3,20900.0,83980.361
2022-11-07 00:00:00,20900.0,21062.6,20811.0,20907.6,99825.86
2022-11-07 04:00:00,20907.6,20913.8,20606.0,20628.1,109342.628
2022-11-07 08:00:00,20628.1,20808.4,20563.2,20724.4,94293.748
2022-11-07 12:00:00,20724.4,20793.2,20620.0,20756.2,85160.521
2022-11-07 16:00:00,20756.3,20885.6,20641.6,20836.4,68633.777
2022-11-07 20:00:00,20836.4,20878.4,20374.0,20578.6,97151.782
2022-11-08 00:00:00,20578.5,20664.4,20111.1,20140.6,134243.871
2022-11-08 04:00:00,20140.6,20235.0,19335.0,19785.6,294507.597
2022-11-08 08:00:00,19785.6,19787.7,19560.0,19689.0,85159.375
2022-11-08 12:00:00,19688.9,19737.5,19200.0,19513.8,208044.958
2022-11-08 16:00:00,19513.8,20685.0,16830.0,18238.0,996111.854
2022-11-08 20:00:00,18238.0,18722.0,17798.8,18534.0,328408.658
2022-11-09 00:00:00,18533.9,18574.9,17976.4,18303.3,157362.162
2022-11-09 04:00:00,18303.3,18498.5,18163.0,18224.9,112780.527
2022-11-09 08:00:00,18225.0,18245.2,17229.3,17800.4,385550.428
2022-11-09 12:00:00,17800.3,18008.0,16884.0,17098.4,471835.52
2022-11-09 16:00:00,17096.8,17308.0,16403.0,16764.5,435847.028
2022-11-09 20:00:00,16764.5,16885.1,15462.6,15905.0,502230.747
2022-11-10 00:00:00,15905.0,16556.7,15730.0,16351.7,227863.407
2022-11-10 04:00:00,16351.7,16891.0,16184.7,16739.5,195621.803
2022-11-10 08:00:00,16739.5,16940.0,16250.2,16388.1,202280.24
2022-11-10 12:00:00,16388.1,17947.5,16375.5,17541.6,444259.472
2022-11-10 16:00:00,17541.6,17987.0,17101.0,17438.6,247600.192
2022-11-10 20:00:00,17438.6,18230.0,17360.1,17588.0,179468.488
2022-11-11 00:00:00,17588.0,17678.0,16880.0,17052.3,153660.874
2022-11-11 04:00:00,17052.4,17479.2,16994.9,17397.3,125301.566
2022-11-11 08:00:00,17397.3,17524.9,17208.7,17339.9,93569.549
2022-11-11 12:00:00,17340.0,17550.0,16343.0,16864.8,339327.713
2022-11-11 16:00:00,16864.7,17037.8,16528.1,16842.6,143530.861
2022-11-11 20:00:00,16842.6,17145.0,16538.0,17058.3,99954.039
2022-11-12 00:00:00,17058.4,17110.8,16765.0,16899.0,54367.46
2022-11-12 04:00:00,16899.1,16930.0,16623.8,16811.3,72323.72
2022-11-12 08:00:00,16811.4,16975.0,16716.6,16859.6,60387.186
2022-11-12 12:00:00,16859.6,16996.0,16746.7,16925.4,58486.175
2022-11-12 16:00:00,16925.5,16957.9,16820.0,16885.4,31243.027
2022-11-12 20:00:00,16885.3,16889.3,16752.3,16806.9,27648.149
2022-11-13 00:00:00,16806.9,16950.0,16771.0,16906.1,28927.034
2022-11-13 04:00:00,16905.8,16914.1,16550.0,16765.5,60272.22
2022-11-13 08:00:00,16765.4,16786.2,16413.8,16651.8,83564.901
2022-11-13 12:00:00,16651.8,16710.2,16512.6,16568.4,52082.694
2022-11-13 16:00:00,16568.4,16616.1,16455.2,16547.6,46374.694
2022-11-13 20:00:00,16547.6,16578.8,16210.3,16321.2,78521.293
2022-11-14 00:00:00,16321.3,16399.5,15900.0,16130.0,122618.564
2022-11-14 04:00:00,16130.0,16894.5,15805.5,16813.0,234671.573
2022-11-14 08:00:00,16813.1,16921.6,16635.0,16740.8,108402.937
2022-11-14 12:00:00,16740.9,17188.0,16405.2,16582.7,246261.155
2022-11-14 16:00:00,16582.6,16666.0,16165.6,16245.0,124077.126
2022-11-14 20:00:00,16245.1,16760.1,16182.3,16605.2,98361.129
2022-11-15 00:00:00,16605.3,16882.1,16516.7,16808.8,73860.468
2022-11-15 04:00:00,16809.0,16931.8,16628.0,16834.9,77504.2
2022-11-15 08:00:00,16834.9,16992.0,16695.0,16774.5,112941.806
2022-11-15 12:00:00,16774.6,17127.2,16720.0,16978.0,173648.811
2022-11-15 16:00:00,16977.7,17060.8,16606.0,16847.4,144387.389
2022-11-15 20:00:00,16847.4,16931.1,16728.2,16888.3,67006.784
2022-11-16 00:00:00,16888.3,17007.4,16756.7,16959.8,55775.35
2022-11-16 04:00:00,16959.7,16969.0,16786.8,16814.0,53884.306
2022-11-16 08:00:00,16814.1,16840.6,16634.7,16695.2,95645.149
2022-11-16 12:00:00,16695.2,16709.2,16358.0,16424.1,194031.471
2022-11-16 16:00:00,16424.4,16636.8,16391.7,16548.0,77760.102
2022-11-16 20:00:00,16548.0,16770.6,16486.2,16650.6,60145.267
2022-11-17 00:00:00,16650.7,16741.7,16499.0,16517.4,49584.823
2022-11-17 04:00:00,16517.3,16613.5,16403.3,16602.0,60401.824
2022-11-17 08:00:00,16602.0,16624.7,16456.0,16587.8,54522.159
2022-11-17 12:00:00,16587.8,16710.0,16420.2,16526.8,121811.053
2022-11-17 16:00:00,16526.7,16740.0,16508.8,16614.7,80453.463
2022-11-17 20:00:00,16614.7,16738.0,16603.3,16682.1,42215.963
2022-11-18 00:00:00,16682.1,16984.4,16672.0,16845.6,97882.789
2022-11-18 04:00:00,16845.7,16856.3,16716.6,16739.8,49781.49
2022-11-18 08:00:00,16739.7,16844.9,16666.7,16744.0,66225.104
2022-11-18 12:00:00,16744.0,16813.7,16600.0,16686.8,74694.988
2022-11-18 16:00:00,16686.7,16725.9,16541.1,16648.0,66313.304
2022-11-18 20:00:00,16648.0,16719.7,16611.1,16689.7,33715.167
2022-11-19 00:00:00,16689.7,16696.8,16566.8,16622.2,26049.832
2022-11-19 04:00:00,16622.3,16641.7,16543.8,16592.2,27752.994
2022-11-19 08:00:00,16592.2,16675.2,16574.1,16669.3,24934.679
2022-11-19 12:00:00,16669.3,16677.7,16624.1,16648.5,23585.962
2022-11-19 16:00:00,16648.5,16655.0,16600.1,16619.7,19717.221
2022-11-19 20:00:00,16619.6,16814.5,16619.0,16692.9,49782.227
2022-11-20 00:00:00,16693.0,16743.9,16658.8,16672.8,26084.956
2022-11-20 04:00:00,16672.9,16733.3,16660.8,16710.2,19753.533
2022-11-20 08:00:00,16710.1,16725.9,16458.1,16517.5,87151.423
2022-11-20 12:00:00,16517.6,16624.9,16454.2,16570.3,55584.194
2022-11-20 16:00:00,16570.4,16604.0,16520.8,16582.0,23789.303
2022-11-20 20:00:00,16581.9,16587.7,16167.1,16272.6,115235.805
2022-11-21 00:00:00,16272.7,16284.3,15888.0,16067.2,135182.528
2022-11-21 04:00:00,16067.3,16304.3,15947.7,16032.2,105132.269
2022-11-21 08:00:00,16032.1,16150.0,15955.2,16077.6,80262.718
2022-11-21 12:00:00,16077.6,16273.0,16020.9,16122.7,94795.644
2022-11-21 16:00:00,16122.6,16131.7,15555.0,15712.8,200749.225
2022-11-21 20:00:00,15712.8,15884.1,15443.2,15773.0,174096.981
2022-11-22 00:00:00,15772.9,15960.0,15740.0,15841.0,80874.678
2022-11-22 04:00:00,15841.1,15874.4,15610.3,15754.9,80806.481
2022-11-22 08:00:00,15754.9,15818.6,15653.8,15742.3,73356.371
2022-11-22 12:00:00,15742.3,16309.0,15680.0,16232.8,212388.676
2022-11-22 16:00:00,16232.8,16282.4,16040.0,16160.5,85462.525
2022-11-22 20:00:00,16160.6,16250.0,16080.0,16220.6,46444.913
2022-11-23 00:00:00,16220.5,16583.4,16155.5,16577.9,123123.2
2022-11-23 04:00:00,16577.9,16659.1,16439.2,16572.9,65044.727
2022-11-23 08:00:00,16572.9,16694.0,16489.5,16577.0,75552.908
2022-11-23 12:00:00,16577.0,16593.5,16338.0,16415.9,104850.367
2022-11-23 16:00:00,16415.9,16703.4,16313.1,16466.9,117943.54
2022-11-23 20:00:00,16466.8,16670.0,16415.6,16595.8,60200.168
2022-11-24 00:00:00,16595.8,16800.0,16528.0,16703.2,82625.707
2022-11-24 04:00:00,16702.8,16728.6,16605.0,16613.8,49644.644
2022-11-24 08:00:00,16613.8,16631.1,16481.6,16567.1,65330.769
2022-11-24 12:00:00,16567.1,16598.0,16450.0,16549.0,57970.098
2022-11-24 16:00:00,16548.9,16669.6,16506.7,16569.0,67214.977
2022-11-24 20:00:00,16568.9,16628.0,16527.2,16592.4,28238.223
2022-11-25 00:00:00,16592.5,16610.0,16460.1,16480.3,42900.709
2022-11-25 04:00:00,16480.2,16493.4,16331.7,16453.8,67404.034
2022-11-25 08:00:00,16453.7,16583.9,16400.0,16523.5,58204.124
2022-11-25 12:00:00,16523.5,16577.9,16432.0,16505.4,63964.805
2022-11-25 16:00:00,16505.3,16545.6,16451.0,16516.0,34984.583
2022-11-25 20:00:00,16515.9,16639.9,16471.6,16516.1,39101.861
2022-11-26 00:00:00,16516.2,16699.1,16505.2,16615.0,51126.185
2022-11-26 04:00:00,16614.9,16644.3,16522.6,16576.9,37107.204
2022-11-26 08:00:00,16576.9,16631.5,16549.7,16572.8,32673.18
2022-11-26 12:00:00,16572.7,16680.0,16471.5,16506.4,60167.627
2022-11-26 16:00:00,16506.4,16526.0,16413.7,16480.7,34854.19
2022-11-26 20:00:00,16480.6,16539.9,16369.1,16449.2,37473.273
2022-11-27 00:00:00,16449.2,16576.1,16441.0,16520.0,29565.552
2022-11-27 04:00:00,16520.1,16594.2,16519.4,16553.9,27615.709
2022-11-27 08:00:00,16553.9,16589.0,16505.5,16544.4,31288.273
2022-11-27 12:00:00,16544.3,16578.4,16510.2,16566.2,27072.493
2022-11-27 16:00:00,16566.3,16573.5,16513.0,16546.9,21824.618
2022-11-27 20:00:00,16546.9,16588.0,16396.0,16422.6,52003.7
2022-11-28 00:00:00,16422.5,16475.0,16040.0,16168.9,147621.712
2022-11-28 04:00:00,16169.0,16239.1,16131.5,16215.1,41682.953
2022-11-28 08:00:00,16215.1,16262.7,16170.0,16205.0,41043.245
2022-11-28 12:00:00,16205.0,16300.0,16101.6,16136.7,87235.407
2022-11-28 16:00:00,16136.7,16390.4,15984.1,16215.1,154227.497
2022-11-28 20:00:00,16215.2,16266.9,16181.1,16204.5,25327.055
2022-11-29 00:00:00,16204.6,16299.9,16088.0,16279.1,52867.266
2022-11-29 04:00:00,16279.1,16535.0,16272.1,16455.9,94383.908
2022-11-29 08:00:00,16456.0,16543.0,16422.4,16488.0,58215.199
2022-11-29 12:00:00,16488.0,16502.8,16312.6,16384.8,95079.754
2022-11-29 16:00:00,16384.9,16471.5,16335.1,16418.2,53114.858
2022-11-29 20:00:00,16418.1,16521.9,16415.8,16433.2,37749.869
2022-11-30 00:00:00,16433.3,17082.2,16421.5,16836.7,191179.202
2022-11-30 04:00:00,16836.8,16916.3,16811.9,16874.1,51969.614
2022-11-30 08:00:00,16874.1,16926.2,16830.0,16871.4,37015.75
2022-11-30 12:00:00,16871.3,16888.5,16750.8,16856.8,83414.941
2022-11-30 16:00:00,16856.8,17138.7,16700.0,17051.5,169808.829
2022-11-30 20:00:00,17051.5,17248.3,17018.0,17153.3,86936.614
2022-12-01 00:00:00,17153.4,17222.1,17080.0,17143.8,57460.869
2022-12-01 04:00:00,17143.8,17161.1,17054.0,17062.6,38761.809
2022-12-01 08:00:00,17062.5,17132.9,17030.0,17096.9,42965.272
2022-12-01 12:00:00,17096.9,17348.5,16887.1,16970.5,186470.492
2022-12-01 16:00:00,16970.5,16991.7,16893.1,16945.4,49083.591
2022-12-01 20:00:00,16945.5,16982.4,16851.2,16970.5,36309.276
2022-12-02 00:00:00,16970.5,17038.0,16852.4,16893.9,50361.076
2022-12-02 04:00:00,16893.9,16967.2,16874.0,16947.1,26262.365
2022-12-02 08:00:00,16947.0,17042.2,16925.3,16987.1,41920.501
2022-12-02 12:00:00,16987.0,17096.3,16760.0,16928.9,142491.482
2022-12-02 16:00:00,16928.9,16989.2,16894.0,16979.3,34314.667
2022-12-02 20:00:00,16979.2,17088.4,16971.8,17083.0,39689.124
2022-12-03 00:00:00,17083.0,17160.0,17002.5,17012.3,35341.121
2022-12-03 04:00:00,17012.3,17024.7,16915.7,16954.7,33256.132
2022-12-03 08:00:00,16954.7,16978.0,16881.4,16938.5,35412.513
2022-12-03 12:00:00,16938.6,16972.8,16912.0,16953.8,25135.471
2022-12-03 16:00:00,16953.9,16975.0,16930.1,16945.3,18122.143
2022-12-03 20:00:00,16945.4,16949.0,16850.1,16879.5,37989.862
2022-12-04 00:00:00,16879.5,17046.0,16874.1,16951.8,38304.993
2022-12-04 04:00:00,16951.9,17075.9,16951.8,16987.9,37125.211
2022-12-04 08:00:00,16987.9,17044.9,16892.0,16938.4,41377.136
2022-12-04 12:00:00,16938.4,17061.6,16908.0,17022.2,52514.795
2022-12-04 16:00:00,17022.2,17150.0,16965.1,17077.6,84837.954
2022-12-04 20:00:00,17077.6,17206.2,17061.6,17099.5,37930.779
2022-12-05 00:00:00,17099.5,17340.0,17068.0,17190.1,86288.459
2022-12-05 04:00:00,17190.1,17430.0,17185.2,17303.7,113444.676
2022-12-05 08:00:00,17303.7,17378.3,17270.1,17302.2,54258.229
2022-12-05 12:00:00,17302.2,17302.2,17010.0,17073.8,117815.961
2022-12-05 16:00:00,17073.8,17124.6,16860.6,16919.5,107798.877
2022-12-05 20:00:00,16919.5,16981.1,16892.2,16958.3,40355.188
2022-12-06 00:00:00,16958.2,17094.6,16957.8,16995.4,53853.208
2022-12-06 04:00:00,16995.4,17013.6,16949.1,16993.6,33273.403
2022-12-06 08:00:00,16993.7,17034.7,16899.9,16974.6,57639.535
2022-12-06 12:00:00,16974.6,17023.3,16920.0,16974.9,69024.422
2022-12-06 16:00:00,16974.9,17010.0,16901.6,16964.1,56413.953
2022-12-06 20:00:00,16964.1,17100.0,16946.3,17078.6,51126.092
2022-12-07 00:00:00,17078.7,17130.0,17011.0,17017.4,42347.692
2022-12-07 04:00:00,17017.4,17036.6,16719.1,16755.4,97331.109
2022-12-07 08:00:00,16755.4,16826.0,16655.0,16787.1,68360.933
2022-12-07 12:00:00,16787.2,16886.5,16754.6,16829.1,70617.018
2022-12-07 16:00:00,16829.1,16839.7,16768.5,16807.5,34665.52
2022-12-07 20:00:00,16807.4,16856.8,16783.8,16828.0,24456.653
2022-12-08 00:00:00,16828.0,16880.0,16772.5,16825.6,38479.412
2022-12-08 04:00:00,16825.6,16837.7,16776.9,16816.7,28765.766
2022-12-08 08:00:00,16816.8,16855.1,16710.4,16842.0,44048.422
2022-12-08 12:00:00,16842.0,16948.7,16792.8,16907.7,88430.3
2022-12-08 16:00:00,16907.7,17294.9,16901.0,17241.9,143901.415
2022-12-08 20:00:00,17241.9,17289.0,17144.6,17216.0,58532.02
2022-12-09 00:00:00,17216.0,17288.7,17179.1,17194.0,42568.695
2022-12-09 04:00:00,17194.0,17227.1,17180.5,17203.7,23222.115
2022-12-09 00:00:00,17216.0,17288.7,17179.1,17194.0,42568.695
2022-12-09 04:00:00,17194.0,17227.1,17180.5,17203.7,23222.115
2022-12-09 08:00:00,17203.7,17260.6,17190.5,17231.9,34072.588
2022-12-09 12:00:00,17231.8,17365.4,17060.0,17170.4,130055.394
2022-12-09 16:00:00,17170.3,17178.5,17112.0,17134.9,28838.384
2022-12-09 20:00:00,17135.0,17149.0,17052.0,17122.0,31474.007
2022-12-10 00:00:00,17122.0,17159.9,17106.5,17140.0,19761.717
2022-12-10 04:00:00,17140.0,17170.2,17122.0,17144.6,17751.416
2022-12-10 08:00:00,17144.5,17165.0,17105.0,17159.9,20902.227
2022-12-10 12:00:00,17159.9,17228.6,17132.0,17200.3,36351.612
2022-12-10 16:00:00,17200.3,17220.0,17151.0,17166.3,20946.808
2022-12-10 20:00:00,17166.3,17175.6,17081.0,17120.0,26181.427
2022-12-11 00:00:00,17120.1,17163.4,17114.0,17147.7,16510.061
2022-12-11 04:00:00,17147.6,17189.0,17144.7,17173.4,18948.471
2022-12-11 08:00:00,17173.4,17175.6,17132.4,17160.8,16708.791
2022-12-11 12:00:00,17160.8,17161.1,17121.0,17145.5,19880.891
2022-12-11 16:00:00,17145.5,17265.0,17124.9,17169.5,46356.06
2022-12-11 20:00:00,17169.6,17169.7,17060.0,17077.3,52599.837
2022-12-12 00:00:00,17077.3,17078.6,16865.0,16909.0,93215.464
2022-12-12 04:00:00,16909.0,16939.0,16894.3,16916.2,27433.055
2022-12-12 08:00:00,16916.2,16998.9,16895.5,16977.8,36001.638
2022-12-12 12:00:00,16977.8,17050.0,16912.8,16999.9,71821.147
2022-12-12 16:00:00,17000.0,17038.4,16973.9,17035.7,25169.941
2022-12-12 20:00:00,17035.6,17237.9,17035.6,17200.0,82215.013
2022-12-13 00:00:00,17200.0,17229.0,17114.6,17143.2,36929.287
2022-12-13 04:00:00,17143.1,17197.9,17076.0,17157.0,55625.343
2022-12-13 08:00:00,17156.9,17512.9,17146.7,17436.8,122406.12
2022-12-13 12:00:00,17436.9,18100.0,17390.3,17749.6,263224.252
2022-12-13 16:00:00,17749.5,17836.8,17617.9,17740.6,85131.142
2022-12-13 20:00:00,17740.5,17818.0,17704.5,17777.1,33535.147
2022-12-14 00:00:00,17777.1,17844.9,17749.5,17782.4,30721.609
2022-12-14 04:00:00,17782.4,17816.7,17734.8,17807.1,22263.983
2022-12-14 08:00:00,17807.1,17880.0,17784.0,17823.8,37760.719
2022-12-14 12:00:00,17823.9,18111.5,17814.0,18054.8,137064.63
2022-12-14 16:00:00,18054.8,18400.0,17704.3,17789.5,301024.945
2022-12-14 20:00:00,17789.5,17944.4,17659.4,17803.9,98675.813
2022-12-15 00:00:00,17804.0,17849.5,17560.0,17724.9,74507.679
2022-12-15 04:00:00,17724.9,17744.3,17675.9,17686.0,27803.765
2022-12-15 08:00:00,17685.9,17716.6,17608.0,17712.1,52699.528
2022-12-15 12:00:00,17712.1,17714.6,17355.0,17424.0,146628.881
2022-12-15 16:00:00,17424.0,17467.7,17310.0,17435.1,78980.398
2022-12-15 20:00:00,17435.0,17449.7,17258.0,17351.8,56663.786
2022-12-16 00:00:00,17351.9,17419.9,17338.3,17418.9,35550.559
2022-12-16 04:00:00,17418.8,17528.0,17365.4,17496.6,41640.97
2022-12-16 08:00:00,17496.6,17510.5,16910.0,17018.6,188849.287
2022-12-16 12:00:00,17018.7,17076.9,16870.6,16961.8,107277.504
2022-12-16 16:00:00,16961.8,16969.5,16700.0,16856.5,114774.62
2022-12-16 20:00:00,16856.6,16945.6,16521.1,16624.1,134057.305
2022-12-17 00:00:00,16624.1,16720.2,16571.8,16667.5,66363.998
2022-12-17 04:00:00,16667.5,16764.0,16647.7,16738.0,45722.67
2022-12-17 08:00:00,16737.9,16750.0,16652.3,16700.6,37850.073
2022-12-17 12:00:00,16700.6,16719.4,16633.1,16692.4,40974.804
2022-12-17 16:00:00,16692.3,16713.4,16639.0,16684.2,23775.354
2022-12-17 20:00:00,16684.1,16790.0,16677.4,16768.0,33778.374
2022-12-18 00:00:00,16768.1,16775.0,16695.7,16736.5,19014.025
2022-12-18 04:00:00,16736.5,16795.0,16709.5,16739.9,26928.603
2022-12-18 08:00:00,16739.9,16758.7,16656.0,16702.2,35341.455
2022-12-18 12:00:00,16702.2,16727.9,16663.3,16676.4,25280.386
2022-12-18 16:00:00,16676.4,16790.0,16670.0,16745.6,41996.189
2022-12-18 20:00:00,16745.7,16872.0,16715.1,16730.3,37337.555
2022-12-19 00:00:00,16730.4,16809.6,16620.4,16673.6,49601.728
2022-12-19 04:00:00,16673.5,16744.0,16664.0,16714.4,28214.603
2022-12-19 08:00:00,16714.5,16776.6,16702.7,16725.3,27329.823
2022-12-19 12:00:00,16725.2,16757.7,16656.4,16660.2,54277.784
2022-12-19 16:00:00,16660.3,16694.9,16511.9,16549.3,97414.221
2022-12-19 20:00:00,16549.3,16642.1,16210.0,16429.2,87890.393
2022-12-20 00:00:00,16429.2,16880.2,16390.3,16718.0,109994.556
2022-12-20 04:00:00,16717.9,16870.0,16682.3,16796.1,69915.337
2022-12-20 08:00:00,16796.2,16853.0,16755.2,16805.1,47552.517
2022-12-20 12:00:00,16805.2,17049.6,16684.0,16910.9,131483.196
2022-12-20 16:00:00,16910.8,16927.5,16763.6,16894.7,81655.657
2022-12-20 20:00:00,16894.6,16918.7,16825.2,16887.2,35569.835
2022-12-21 00:00:00,16887.3,16918.2,16776.0,16829.8,33529.575
2022-12-21 04:00:00,16829.9,16848.2,16761.2,16809.2,27534.062
2022-12-21 08:00:00,16809.1,16889.2,16788.0,16872.4,31352.995
2022-12-21 12:00:00,16872.4,16924.2,16694.2,16854.6,72649.874
2022-12-21 16:00:00,16854.6,16858.6,16717.0,16746.8,36319.23
2022-12-21 20:00:00,16746.9,16830.7,16721.0,16819.6,26366.599
2022-12-22 00:00:00,16819.7,16852.8,16802.3,16844.5,19470.669
2022-12-22 04:00:00,16844.5,16850.0,16778.0,16820.0,20542.365
2022-12-22 08:00:00,16820.0,16861.9,16794.2,16827.6,27422.832
2022-12-22 12:00:00,16827.6,16837.6,16600.0,16631.5,98813.975
2022-12-22 16:00:00,16631.5,16662.8,16556.1,16658.3,63297.216
2022-12-22 20:00:00,16658.3,16849.4,16643.6,16815.5,77063.904
2022-12-23 00:00:00,16815.5,16895.0,16764.0,16823.5,40208.22
2022-12-23 04:00:00,16823.5,16849.0,16801.0,16842.0,24893.707
2022-12-23 08:00:00,16842.0,16887.8,16805.2,16837.4,30513.335
2022-12-23 12:00:00,16837.3,16960.0,16690.0,16825.9,123959.289
2022-12-23 16:00:00,16826.0,16852.5,16806.6,16838.5,18874.204
2022-12-23 20:00:00,16838.5,16843.0,16762.5,16776.4,26104.665
2022-12-24 00:00:00,16776.3,16834.7,16774.4,16833.3,15312.893
2022-12-24 04:00:00,16833.3,16850.0,16797.0,16840.3,15980.866
2022-12-24 08:00:00,16840.2,16841.0,16814.0,16819.2,12975.412
2022-12-24 12:00:00,16819.3,16832.1,16807.7,16830.2,12508.365
2022-12-24 16:00:00,16830.3,16859.9,16815.2,16834.6,12443.844
2022-12-24 20:00:00,16834.6,16847.1,16803.6,16828.9,13189.41
2022-12-25 00:00:00,16829.0,16844.0,16815.3,16824.0,8339.966
2022-12-25 04:00:00,16824.1,16826.2,16788.0,16816.8,13041.858
2022-12-25 08:00:00,16816.7,16828.1,16808.0,16814.9,10124.306
2022-12-25 12:00:00,16815.0,16850.0,16700.0,16784.1,58570.279
2022-12-25 16:00:00,16784.2,16811.3,16723.6,16786.7,29179.355
2022-12-25 20:00:00,16786.6,16840.2,16746.0,16824.4,24820.079
2022-12-26 00:00:00,16824.5,16892.0,16813.2,16887.1,28620.905
2022-12-26 04:00:00,16887.2,16919.8,16830.0,16836.6,24738.987
2022-12-26 08:00:00,16836.7,16863.0,16811.0,16854.0,20279.232
